period,org_code,org_name,ae_attendances_type_1,attendances_over_4hrs_type_1,patients_12hr_wait,emergency_admissions_type_1,postcode,latitude,longitude
2021-03-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6817.0,0.0,0,1965,NN16 8UZ,52.4028,-0.7413
2021-03-01,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4789.0,522.0,0,872,B4 6NH,52.4869,-1.8922
2021-03-01,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,8158.0,648.0,2,3280,NG17 4JL,53.127,-1.261
2021-03-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,6670.0,0.0,0,2337,S60 2UD,53.4139,-1.3429
2021-03-01,C82010,OAKHAM MEDICAL PRACTICE,0.0,0.0,0,0,LE15 6NT,52.6708,-0.7375
2021-03-01,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,0,0,BS15 1PX,51.4707,-2.5096
2021-03-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,12500.0,3456.0,0,5361,ST4 6QG,52.9956,-2.185
2021-03-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,7920.0,0.0,0,2403,CB2 0QQ,52.1746,0.1419
2021-03-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,10389.0,2619.0,1,3367,WR5 1DD,52.1896,-2.1907
2021-03-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,0,0,RM13 8GQ,51.5186,0.1711
2021-03-01,RBK,WALSALL HEALTHCARE NHS TRUST,6278.0,611.0,2,2679,WS2 9PS,52.5853,-1.984
2021-03-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8093.0,2390.0,20,2135,CM20 1QX,51.7712,0.0853
2021-03-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,12703.0,3135.0,0,3587,PE3 9GZ,52.5965,-0.2701
2021-03-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3859.0,733.0,0,1419,DT1 2JY,50.7127,-2.4456
2021-03-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,5843.0,2228.0,26,2600,PR2 9HT,53.792,-2.706
2021-03-01,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,5028.0,585.0,0,1455,CV10 7DJ,52.5108,-1.4757
2021-03-01,AXG,WILTSHIRE HEALTH & CARE,0.0,0.0,0,0,SN1 2PA,51.569667,-1.759593
2021-03-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,15658.0,0.0,0,3521,WF1 4DG,53.6956,-1.4879
2021-03-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,5984.0,1705.0,0,3300,HP21 8AL,51.8075,-0.8086
2021-03-01,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,11090.0,1703.0,0,3714,SR4 7TP,54.902,-1.406
2021-03-01,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,3156.0,532.0,3,1101,EX31 4JB,51.092,-4.051
2021-03-01,ARN02,ST.GEORGE'S CENTRE,0.0,0.0,0,0,LS10 4UZ,53.7797,-1.5315
2021-03-01,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,6860.0,472.0,2,1187,NW1 2BU,51.5218,-0.134
2021-03-01,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0.0,0.0,0,0,SY2 6FG,52.6946,-2.7261
2021-03-01,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,5755.0,1878.0,0,3055,WD18 0HB,51.6506,-0.3977
2021-03-01,DD401,EXMOUTH MINOR INJURY UNIT,0.0,0.0,0,0,EX8 2JN,50.6205,-3.4016
2021-03-01,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,0.0,0.0,0,0,HU3 5QE,53.742,-0.3847
2021-03-01,Y02147,URGENT CARE CENTRE (QMS),0.0,0.0,0,0,DA14 6LT,51.4263,0.1083
2021-03-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,8242.0,550.0,0,2591,RH1 5RH,51.219194,-0.162009
2021-03-01,NTV0W,WOKING WALK IN CENTRE,0.0,0.0,0,0,GU22 7HS,51.315,-0.5565
2021-03-01,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0.0,0.0,0,0,S42 7JE,53.253,-1.475
2021-03-01,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,7634.0,1523.0,0,2432,DY1 2HQ,52.5202,-2.0727
2021-03-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,5254.0,2409.0,9,2421,FY3 8NR,53.805,-3.007
2021-03-01,NTV0B,ASHFORD WALK-IN-CENTRE,0.0,0.0,0,0,TW15 3FE,51.4321,-0.4567
2021-03-01,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,9917.0,887.0,7,1904,SM5 1AA,51.3803,-0.1836
2021-03-01,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,0,0,NW1 5JD,51.5226,-0.1571
2021-03-01,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,7153.0,1746.0,0,2050,NN1 5BD,52.2361,-0.8838
2021-03-01,DT301,HERTS URGENT CARE (ASCOTS LANE),0.0,0.0,0,0,AL7 4HL,51.7986,-0.1852
2021-03-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,13686.0,3320.0,14,4944,TN24 0LZ,51.141488,0.916209
2021-03-01,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,9480.0,3146.0,4,2876,S5 7AT,53.4113,-1.4558
2021-03-01,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,16803.0,2283.0,27,4374,NW3 2QG,51.553,-0.1657
2021-03-01,RVJ,NORTH BRISTOL NHS TRUST,6598.0,1301.0,0,3240,BS10 5NB,51.497,-2.594
2021-03-01,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,11366.0,3250.0,10,3200,DN33 2BA,53.5461,-0.0957
2021-03-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",10876.0,5188.0,47,4120,,,
2021-03-01,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,11461.0,2269.0,0,3387,DN2 5LT,53.5306,-1.1042
2021-03-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,7329.0,581.0,0,4591,NE23 6NZ,55.0741,-1.5695
2021-03-01,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5504.0,849.0,1,1518,NR31 6LA,52.5617,1.7177
2021-03-01,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0,0,PL26 6AD,50.335,-4.792
2021-03-01,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,0,0,TW11 8HU,51.4275,-0.3266
2021-03-01,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,12183.0,3395.0,70,3922,SE5 9RS,51.468,-0.0938
2021-03-01,RET,THE WALTON CENTRE NHS FOUNDATION TRUST,0.0,0.0,0,0,L9 7LJ,53.4665,-2.931
2021-03-01,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,7980.0,803.0,0,3517,TN37 7PT,50.8736,0.5592
2021-03-01,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,8605.0,2679.0,3,3915,GL1 3NN,51.8642,-2.2381
2021-03-01,RH5,SOMERSET NHS FOUNDATION TRUST,5593.0,1148.0,0,1876,BA21 4AT,50.9447,-2.6345
2021-03-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4726.0,1216.0,5,2132,TQ2 7AA,50.4919,-3.5356
2021-03-01,RCF,AIREDALE NHS FOUNDATION TRUST,5049.0,658.0,0,1309,BD20 6TD,53.898,-1.9627
2021-03-01,RWJ,STOCKPORT NHS FOUNDATION TRUST,7702.0,1777.0,0,2700,SK2 7JE,53.3744,-2.1326
2021-03-01,RYG,COVENTRY AND WARWICKSHIRE PARTNERSHIP NHS TRUST,0.0,0.0,0,0,CV6 6NY,52.4606,-1.4726
2021-03-01,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,5522.0,979.0,0,2431,BA1 3NG,51.3917,-2.391
2021-03-01,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4608.0,918.0,1,2219,SN3 6BB,51.549,-1.755
2021-03-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,5272.0,609.0,0,1692,CV34 5BW,52.2903,-1.5836
2021-03-01,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7082.0,1933.0,0,2573,CH49 5PE,53.3723,-3.093
2021-03-01,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,22024.0,6091.0,36,5649,M8 5RB,53.515,-2.222
2021-03-01,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6518.0,1704.0,1,1960,WA5 1QG,53.393977,-2.610718
2021-03-01,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,15823.0,0.0,0,4747,GU16 7UJ,51.319,-0.7412
2021-03-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,9379.0,2896.0,23,2874,SY3 8XQ,52.7032,-2.774
2021-03-01,NNF09,BRANSHOLME HEALTH CENTRE,0.0,0.0,0,0,HU7 4DW,53.7874,-0.3214
2021-03-01,NNFA7,GOOLE & DISTRICT HOSPITAL,0.0,0.0,0,0,DN14 6RX,53.7155,-0.8749
2021-03-01,NNF94,EAST RIDING COMMUNITY HOSPITAL,0.0,0.0,0,0,HU17 0FA,53.8528,-0.4132
2021-03-01,M85813,BIRMINGHAM WIC,0.0,0.0,0,0,B5 7EG,52.4713,-1.892
2021-03-01,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,7231.0,2141.0,0,2600,CV2 2DX,52.4212,-1.4378
2021-03-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7500.0,1420.0,0,2408,S75 2EP,53.5591,-1.4965
2021-03-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,13554.0,0.0,1,2299,SW10 9NH,51.4846,-0.1783
2021-03-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,SY10 7AG,52.8842,-3.0323
2021-03-01,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,13177.0,0.0,8,4723,NG5 1PB,52.985,-1.165
2021-03-01,Y03571,CORBY URGENT CARE CENTRE,0.0,0.0,0,0,NN17 2UR,52.4975,-0.7053
2021-03-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,11049.0,1295.0,62,4741,SE13 6LH,51.452,-0.017
2021-03-01,NLX,SIRONA CARE & HEALTH,0.0,0.0,0,0,BS37 5AF,51.5405,-2.4142
2021-03-01,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0.0,0.0,0,0,PO3 6DW,50.7993,-1.0619
2021-03-01,NNF76,THE WILBERFORCE HEALTH CENTRE,0.0,0.0,0,0,HU1 3SA,53.7462,-0.3421
2021-04-01,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,31358.0,9294.0,1,10971,B15 2GW,52.451,-1.9392
2021-04-01,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,26490.0,2883.0,0,8910,SS0 0RY,51.554,0.6877
2021-04-01,ARN03,LOCAL CARE DIRECT,0.0,0.0,0,0,LS7 2BQ,53.8104,-1.539
2021-04-01,Y00751,EAST BERKS PRIMARY CARE OOH(WAM),0.0,0.0,0,0,RG12 1YQ,51.4144,-0.7539
2021-04-01,RY9,HOUNSLOW AND RICHMOND COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,0,0,TW11 8HU,51.4275,-0.3266
2021-04-01,RY5,LINCOLNSHIRE COMMUNITY HEALTH SERVICES NHS TRUST,0.0,0.0,0,0,LN5 7JH,53.2247,-0.5352
2021-04-01,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,15392.0,0.0,2,2455,SW10 9NH,51.4846,-0.1783
2021-04-01,RNU,OXFORD HEALTH NHS FOUNDATION TRUST,0.0,0.0,0,0,OX4 4XN,51.7166,-1.2193
2021-04-01,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,6259.0,1199.0,0,2316,CH2 1UL,53.2086,-2.8986
2021-04-01,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,13577.0,4645.0,0,5630,ST4 6QG,52.9956,-2.185
2021-04-01,AQN04,PHL LYMINGTON UTC,0.0,0.0,0,0,SO41 8QD,50.7585,-1.5443
2021-04-01,AJN,WORKINGTON HEALTH LIMITED,0.0,0.0,0,0,CA14 2RW,54.6427,-3.5513
2021-04-01,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,5137.0,1174.0,2,2198,TQ2 7AA,50.4919,-3.5356
2021-04-01,Y03571,CORBY URGENT CARE CENTRE,0.0,0.0,0,0,NN17 2UR,52.4975,-0.7053
2021-04-01,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,4922.0,468.0,0,1737,NE9 6SX,54.9366,-1.5853
2021-04-01,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,6189.0,711.0,0,1849,CV34 5BW,52.2903,-1.5836
2021-04-01,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,7368.0,0.0,0,3469,PO6 3LY,50.8529,-1.0661
2021-04-01,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,8028.0,0.0,0,2471,S60 2UD,53.4139,-1.3429
2021-04-01,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5892.0,1079.0,3,2352,,,
2021-04-01,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,3666.0,558.0,2,1143,EX31 4JB,51.092,-4.051
2021-04-01,NNJ,DHU HEALTH CARE C.I.C,0.0,0.0,0,0,DE21 6BF,52.9146,-1.4281
2021-04-01,L83087,OKEHAMPTON MEDICAL CENTRE,0.0,0.0,0,0,EX20 1AY,50.7391,-3.9997
2021-04-01,Y03051,HASTINGS MED P & WALKIN,0.0,0.0,0,0,TN34 1BA,50.8574,0.5809
2021-04-01,Y02816,EASTBOURNE STATION HEALTH CENTRE,0.0,0.0,0,0,BN21 3QJ,50.7687,0.2845
2021-04-01,Y02676,BRIGHTON STATION HEALTH CENTRE,0.0,0.0,0,0,BN1 3XE,50.8277,-0.1414
2021-04-01,RYF,SOUTH WESTERN AMBULANCE SERVICE NHS FOUNDATION TRUST,0.0,0.0,0,0,BS15 1PX,51.4707,-2.5096
2021-04-01,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,11534.0,1728.0,0,2553,BD9 6RJ,53.8069,-1.7855
2021-04-01,RL1,THE ROBERT JONES AND AGNES HUNT ORTHOPAEDIC HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,SY10 7AG,52.8842,-3.0323
2021-04-01,NLX,SIRONA CARE & HEALTH,0.0,0.0,0,0,BS37 5AF,51.5405,-2.4142
2021-04-01,RYX,CENTRAL LONDON COMMUNITY HEALTHCARE NHS TRUST,0.0,0.0,0,0,NW1 5JD,51.5226,-0.1571
2021-04-01,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,10249.0,2895.0,12,2869,SY3 8XQ,52.7032,-2.774
2021-04-01,RXG,SOUTH WEST YORKSHIRE PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0,0,S71 5AS,53.5494,-1.4409
2021-04-01,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,10410.0,3148.0,0,2399,HU3 2JZ,53.7446,-0.3353
2021-04-01,RTQ,GLOUCESTERSHIRE HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,0,0,GL3 4AW,51.8592,-2.225
2021-04-01,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,10758.0,1844.0,0,3411,OX3 9DU,51.763,-1.2195
2021-04-01,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,8894.0,2131.0,1,2369,CM20 1QX,51.7712,0.0853
2021-04-01,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,7523.0,0.0,0,2062,NN16 8UZ,52.4028,-0.7413
2021-04-01,RJ2,LEWISHAM AND GREENWICH NHS TRUST,11748.0,1931.0,34,4777,SE13 6LH,51.452,-0.017
2021-04-01,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,5691.0,2023.0,25,2234,TR1 3LJ,50.2667,-5.0916
2021-04-01,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8628.0,0.0,1,2784,CB2 0QQ,52.1746,0.1419
2021-04-01,RAT,NORTH EAST LONDON NHS FOUNDATION TRUST,0.0,0.0,0,0,RM13 8GQ,51.5186,0.1711
2021-04-01,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,4903.0,1551.0,1,1469,UB8 3NN,51.526,-0.4619
2021-04-01,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5755.0,1241.0,0,2444,GU2 7XX,51.241017,-0.607463
2021-04-01,NTV0W,WOKING WALK IN CENTRE,0.0,0.0,0,0,GU22 7HS,51.315,-0.5565
2021-04-01,NTV0B,ASHFORD WALK-IN-CENTRE,0.0,0.0,0,0,TW15 3FE,51.4321,-0.4567
2021-04-01,NDA57,HASLEMERE MINOR INJURIES UNIT,0.0,0.0,0,0,GU27 2BJ,51.0906,-0.719
2021-04-01,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,13432.0,1582.0,0,2861,HD3 3EA,53.6551,-1.822
2021-04-01,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,11315.0,2970.0,0,3368,WR5 1DD,52.1896,-2.1907
2021-04-01,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,8007.0,722.0,0,4907,NE23 6NZ,55.0741,-1.5695
2021-04-01,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",8399.0,1274.0,4,3217,,,
2021-04-01,RBK,WALSALL HEALTHCARE NHS TRUST,6285.0,825.0,2,2736,WS2 9PS,52.5853,-1.984
2021-04-01,RY7,WIRRAL COMMUNITY HEALTH AND CARE NHS FOUNDATION TRUST,0.0,0.0,0,0,CH42 0LQ,53.3726,-3.0144
2021-04-01,RY4,HERTFORDSHIRE COMMUNITY NHS TRUST,0.0,0.0,0,0,AL7 1BW,51.8014,-0.1946
2021-04-01,RW1,SOUTHERN HEALTH NHS FOUNDATION TRUST,0.0,0.0,0,0,SO40 2RZ,50.9206,-1.5271
2021-04-01,NQT5H,PAULTON MEMORIAL HOSPITAL,0.0,0.0,0,0,BS39 7SD,51.3006,-2.4938
2021-04-01,NQT5F,SKELMERSDALE WALK IN CENTRE,0.0,0.0,0,0,WN8 6LJ,53.549,-2.775
2021-04-01,NDJ,FIRST COMMUNITY HEALTH AND CARE CIC,0.0,0.0,0,0,RH1 6DS,51.2298,-0.1681
2021-04-01,M85813,BIRMINGHAM WIC,0.0,0.0,0,0,B5 7EG,52.4713,-1.892
2021-04-01,C82038,LATHAM HOUSE MEDICAL PRACTICE,0.0,0.0,0,0,LE13 1NX,52.765,-0.886
2021-04-01,C82010,OAKHAM MEDICAL PRACTICE,0.0,0.0,0,0,LE15 6NT,52.6708,-0.7375
2021-04-01,C82009,MARKET HARBOROUGH MED.CTR,0.0,0.0,0,0,LE16 9BX,52.4771,-0.9248
2021-04-01,AAH,TETBURY HOSPITAL TRUST LTD,0.0,0.0,0,0,GL8 8XB,51.6352,-2.1547
2021-04-01,8J094,BADGER LTD,0.0,0.0,0,0,SS15 4DB,51.5877,0.417
2021-04-01,RV9,HUMBER TEACHING NHS FOUNDATION TRUST,0.0,0.0,0,0,HU3 5QE,53.742,-0.3847
2021-04-01,RDY,DORSET HEALTHCARE UNIVERSITY NHS FOUNDATION TRUST,0.0,0.0,0,0,BH1 4JQ,50.7293,-1.8415
2021-04-01,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,8703.0,424.0,0,2541,RH1 5RH,51.219194,-0.162009
2021-04-01,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,14938.0,3607.0,0,5218,TN24 0LZ,51.141488,0.916209
2021-04-01,Y04538,BRACKNELL URGENT CARE CENTRE WIC,0.0,0.0,0,0,RG12 9RT,51.4083,-0.7539
2021-04-01,Y02428,PUTNOE MEDICAL CENTRE WALK IN CENTRE,0.0,0.0,0,0,MK41 9JE,52.1481,-0.4391
2021-04-01,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,5811.0,2535.0,36,2544,FY3 8NR,53.805,-3.007
2021-04-01,RW4,MERSEY CARE NHS FOUNDATION TRUST,0.0,0.0,0,0,L34 1PJ,53.4281,-2.7872
2021-04-01,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,10386.0,2113.0,6,4523,BB2 3HH,53.7316,-2.4765
2021-04-01,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,7839.0,2039.0,0,2407,S75 2EP,53.5591,-1.4965
2021-04-01,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,4079.0,801.0,0,1401,DT1 2JY,50.7127,-2.4456
2021-04-01,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",11204.0,5404.0,40,4085,,,
2021-04-01,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,8492.0,789.0,1,1440,E9 6SR,51.55,-0.046
2021-04-01,NQT10,ASSURA READING LLP,0.0,0.0,0,0,RG2 9EH,51.4083,-0.9631
2021-04-01,RPC,QUEEN VICTORIA HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,RH19 3DZ,51.1353,0.0018
2021-04-01,RY8,DERBYSHIRE COMMUNITY HEALTH SERVICES NHS FOUNDATION TRUST,0.0,0.0,0,0,S42 7JE,53.253,-1.475
2021-04-01,RYY,KENT COMMUNITY HEALTH NHS FOUNDATION TRUST,0.0,0.0,0,0,TN25 4AZ,51.1324,0.8786
2021-04-01,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,6942.0,1431.0,0,2285,PR8 6ZS,53.627,-2.9858
2021-04-01,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3322.0,0.0,0,1308,TS19 8PE,54.5746,-1.328
2021-04-01,RJN,EAST CHESHIRE NHS TRUST,3897.0,1300.0,8,955,SK10 3BL,53.2636,-2.125
2021-04-01,RJ8,CORNWALL PARTNERSHIP NHS FOUNDATION TRUST,0.0,0.0,0,0,PL26 6AD,50.335,-4.792
2021-04-01,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,14026.0,2797.0,0,3820,PE3 9GZ,52.5965,-0.2701
2021-04-01,RBQ,LIVERPOOL HEART AND CHEST HOSPITAL NHS FOUNDATION TRUST,0.0,0.0,0,0,L14 3PE,53.4194,-2.8917
2021-04-01,R1D,SHROPSHIRE COMMUNITY HEALTH NHS TRUST,0.0,0.0,0,0,SY2 6FG,52.6946,-2.7261
2021-04-01,NR3,NOTTINGHAM CITYCARE PARTNERSHIP,0.0,0.0,0,0,NG6 8WR,52.9972,-1.188
2021-04-01,NNJ15,OAKHAM,0.0,0.0,0,0,LE15 6NT,52.6708,-0.7375
2021-04-01,NNJ14,OADBY,0.0,0.0,0,0,LE2 5PF,52.5981,-1.0839
2021-04-01,NNJ13,MELTON MOWBRAY,0.0,0.0,0,0,LE13 1GH,52.7659,-0.8869
2021-04-01,NNJ12,MARKET HARBOROUGH,0.0,0.0,0,0,LE16 7AF,52.4776,-0.9205
2021-04-01,NNJ0H,LLR EA - THE MERLYN VAZ HEALTH & SOCIAL CARE CENTRE,0.0,0.0,0,0,LE5 3GH,52.6375,-1.1072
2021-04-01,NL7,ASSURA VERTIS URGENT CARE CENTRES (BIRMINGHAM),0.0,0.0,0,0,B7 4BL,52.4922,-1.8807
2021-04-01,NJS05,LOUGHBOROUGH URGENT CARE CENTRE,0.0,0.0,0,0,LE11 5JY,52.7735,-1.2246
2021-04-01,G82071,WHITSTABLE MEDICAL PRACTICE,0.0,0.0,0,0,CT5 3SE,51.3607,1.0257
2021-04-01,C83023,SLEAFORD MEDICAL GROUP,0.0,0.0,0,0,NG34 7HD,52.9983,-0.4094
2021-04-01,AXG,WILTSHIRE HEALTH & CARE,0.0,0.0,0,0,SN1 2PA,51.569667,-1.759593
2021-04-01,Y03218,THE PINN UNREGISTERED WIC,0.0,0.0,0,0,HA5 3EE,51.5931,-0.3826
2021-04-01,Y03007,ERDINGTON GP HEALTH & WELLBEING WIC,0.0,0.0,0,0,B23 6SJ,52.5236,-1.8452
2021-04-01,Y02961,SUMMERFIELD GP SURG & URGENT CARE CENTRE,0.0,0.0,0,0,B18 7AL,52.4921,-1.9302
2021-04-01,Y02615,SOUTH BIRMINGHAM GP WALK IN CENTRE,0.0,0.0,0,0,B29 6JG,52.4384,-1.9384
2021-04-01,Y02147,URGENT CARE CENTRE (QMS),0.0,0.0,0,0,DA14 6LT,51.4263,0.1083
2021-04-01,NTP11,PRACTICE PLUS GROUP HOSPITAL - SOUTHAMPTON,0.0,0.0,0,0,SO14 0YG,50.9122,-1.3961
2021-04-01,NTPAD,PRACTICE PLUS GROUP SURGICAL CENTRE - ST MARYS PORTSMOUTH,0.0,0.0,0,0,PO3 6DW,50.7993,-1.0619
2021-04-01,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,14451.0,5767.0,1,4589,DE22 3NE,52.9191,-1.5026
2021-04-01,RAN,ROYAL NATIONAL ORTHOPAEDIC HOSPITAL NHS TRUST,0.0,0.0,0,0,HA7 4LP,51.632,-0.305
2021-04-01,RVJ,NORTH BRISTOL NHS TRUST,7335.0,1942.0,6,3173,BS10 5NB,51.497,-2.594
2021-04-01,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,8449.0,3996.0,2,3338,LN2 5QY,53.234,-0.512
2021-04-01,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,18218.0,6109.0,0,4411,LE1 9WW,52.6323,-1.1249
2021-04-01,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,8573.0,2313.0,0,2880,SG1 4AB,51.9146,-0.2222
2021-04-01,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,17259.0,0.0,0,3539,WF1 4DG,53.6956,-1.4879
2021-04-01,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,6526.0,2312.0,30,2418,PR2 9HT,53.792,-2.706
2021-04-01,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,12242.0,2105.0,0,4806,DL3 6HX,54.528,-1.561
2021-04-01,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,6824.0,2044.0,0,3384,HP21 8AL,51.8075,-0.8086
