period,org_code,org_name,ae_attendances_type_1,attendances_over_4hrs_type_1,patients_12hr_wait,emergency_admissions_type_1
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5864.0,442.0,0,2220
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,9464.0,1080.0,0,3777
,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,12191.0,527.0,0,4447
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5296.0,436.0,0,2185
,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,9329.0,1232.0,10,5330
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9893.0,1004.0,0,3145
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,7164.0,833.0,0,2478
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,8161.0,0.0,13,2372
,RWJ,STOCKPORT NHS FOUNDATION TRUST,7534.0,1336.0,1,2338
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,10416.0,749.0,3,2331
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,5761.0,1629.0,0,2858
,RKE,WHITTINGTON HEALTH NHS TRUST,7126.0,560.0,0,1267
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,8627.0,800.0,0,3524
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,4640.0,230.0,0,1287
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,5180.0,474.0,0,2142
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,16268.0,1599.0,13,4018
,RCF,AIREDALE NHS FOUNDATION TRUST,4668.0,316.0,0,1164
,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,8600.0,0.0,1,2899
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,21454.0,2856.0,0,5801
,RMC,BOLTON NHS FOUNDATION TRUST,8346.0,1035.0,0,1967
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,11884.0,1019.0,0,3229
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,13399.0,3051.0,0,3953
,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,24887.0,1575.0,0,8561
,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,6507.0,643.0,0,2211
,TOTAL,TOTAL,1120421.0,111270.0,271,358671
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,10434.0,1939.0,21,2674
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,3040.0,470.0,1,982
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,5779.0,1736.0,0,3096
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2860.0,50.0,0,490
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,4526.0,1445.0,25,1820
,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,10168.0,1237.0,0,3660
,RWE,UNIVERSITY HOSPITALS OF LEICESTER NHS TRUST,14512.0,4928.0,5,4070
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,6516.0,1612.0,7,2144
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,7310.0,364.0,1,1325
,RHU,PORTSMOUTH HOSPITALS UNIVERSITY NATIONAL HEALTH SERVICE TRUST,7843.0,0.0,0,3299
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",10261.0,5476.0,236,3757
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3319.0,365.0,0,1049
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,10578.0,2703.0,2,2855
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,10130.0,2964.0,25,2476
,RC9,BEDFORDSHIRE HOSPITALS NHS FOUNDATION TRUST,12208.0,0.0,0,4417
,RLQ,WYE VALLEY NHS TRUST,4433.0,1175.0,5,1354
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,5248.0,1087.0,0,1630
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,9180.0,2206.0,1,3041
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,4907.0,2284.0,83,2031
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,5384.0,1315.0,17,1840
,R0D,UNIVERSITY HOSPITALS DORSET NHS FOUNDATION TRUST,10005.0,0.0,7,3825
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6442.0,0.0,0,1812
,RWA,HULL UNIVERSITY TEACHING HOSPITALS NHS TRUST,8645.0,2905.0,0,2487
,RX1,NOTTINGHAM UNIVERSITY HOSPITALS NHS TRUST,12030.0,0.0,0,4303
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,9176.0,1703.0,33,1393
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,11638.0,3020.0,0,3154
,RJN,EAST CHESHIRE NHS TRUST,3275.0,741.0,0,914
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,6128.0,0.0,0,2229
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8466.0,2441.0,0,2688
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,5082.0,544.0,0,2211
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,7695.0,573.0,0,2630
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,6323.0,1460.0,2,1977
,RNZ,SALISBURY NHS FOUNDATION TRUST,3331.0,450.0,0,1121
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,8358.0,927.0,0,3055
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,7562.0,1544.0,11,2483
,RBK,WALSALL HEALTHCARE NHS TRUST,5706.0,1737.0,2,2537
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,4772.0,796.0,0,1234
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",5145.0,1305.0,23,2226
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,8239.0,2297.0,7,3782
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,13263.0,0.0,1,3364
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,12034.0,1118.0,2,4124
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,4021.0,928.0,0,1438
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,6878.0,549.0,0,4443
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,6083.0,1420.0,50,1759
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9984.0,735.0,1,2822
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,6288.0,2296.0,0,2357
,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,8458.0,1991.0,0,3968
,RXW,THE SHREWSBURY AND TELFORD HOSPITAL NHS TRUST,8321.0,2763.0,39,2568
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4032.0,769.0,0,1889
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3437.0,322.0,0,1216
,R1F,ISLE OF WIGHT NHS TRUST,2291.0,536.0,0,929
,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13780.0,2950.0,2,4903
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,10492.0,2290.0,0,3228
,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,10635.0,2922.0,201,3645
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,11229.0,2922.0,69,3701
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,7803.0,915.0,0,2797
,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7439.0,0.0,66,2426
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5374.0,1067.0,0,2351
,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,16695.0,5052.0,0,5324
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,7676.0,2053.0,5,1702
,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,4031.0,393.0,0,705
,RVJ,NORTH BRISTOL NHS TRUST,6425.0,1417.0,3,2847
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,3779.0,94.0,0,758
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5061.0,1167.0,8,1238
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,5187.0,0.0,1,1587
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,12487.0,0.0,0,2563
,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,9181.0,1511.0,5,5129
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,10022.0,2544.0,4,3581
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,7935.0,1431.0,1,3131
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,8314.0,0.0,18,2488
,RWW,WARRINGTON AND HALTON TEACHING HOSPITALS NHS FOUNDATION TRUST,5548.0,1511.0,0,1808
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,7402.0,2006.0,0,2817
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,3056.0,0.0,0,1298
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,3719.0,272.0,0,1494
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,24849.0,7914.0,26,9156
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,6987.0,1591.0,9,1715
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,8079.0,1151.0,0,2627
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,10611.0,1792.0,52,4429
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,8403.0,1619.0,0,1871
,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,11215.0,1678.0,1,4274
,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,22938.0,2874.0,1,8438
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,5529.0,1894.0,0,2854
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,14112.0,4031.0,0,3992
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,8077.0,556.0,0,3207
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,11639.0,5109.0,99,4986
,RCF,AIREDALE NHS FOUNDATION TRUST,4056.0,660.0,0,1187
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,9722.0,1070.0,6,2350
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,17479.0,0.0,0,4374
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,6726.0,1987.0,1,2310
,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,5963.0,1358.0,23,1838
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9707.0,2833.0,57,2855
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,6446.0,1101.0,0,1947
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,9480.0,2669.0,0,2444
,RH5,SOMERSET NHS FOUNDATION TRUST,5083.0,836.0,0,1731
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,7134.0,616.0,0,3036
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,7279.0,1321.0,0,1855
,R1H,BARTS HEALTH NHS TRUST,18777.0,4294.0,4,7077
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,6135.0,2225.0,0,1837
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,5044.0,457.0,0,2245
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8994.0,3584.0,10,2804
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,8361.0,2584.0,2,3831
,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,12963.0,4747.0,6,3895
,RWJ,STOCKPORT NHS FOUNDATION TRUST,6949.0,2335.0,8,2011
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,7952.0,1273.0,0,3493
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,6391.0,721.0,0,1492
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4156.0,940.0,3,1901
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,15068.0,2494.0,16,3709
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,5166.0,1113.0,0,2125
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,4208.0,1242.0,8,1543
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,12822.0,4153.0,8,3977
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,6578.0,784.0,2,1334
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,8564.0,1999.0,7,3710
,RTH,OXFORD UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8992.0,1566.0,0,2974
,RKE,WHITTINGTON HEALTH NHS TRUST,7887.0,881.0,1,1391
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,8967.0,1217.0,0,2580
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,5318.0,1279.0,0,2188
,RPA,MEDWAY NHS FOUNDATION TRUST,5768.0,2020.0,95,2198
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6795.0,0.0,154,1741
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,8999.0,946.0,13,3602
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,18767.0,5999.0,337,5207
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,6561.0,1846.0,0,2397
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,6526.0,2133.0,0,2050
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",6742.0,2418.0,127,2303
,RMC,BOLTON NHS FOUNDATION TRUST,7669.0,2351.0,46,1947
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,4926.0,527.0,0,1640
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,4066.0,1760.0,26,1853
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,7745.0,3563.0,10,2989
,TOTAL,TOTAL,1030384.0,209854.0,2148,343989
,REF,ROYAL CORNWALL HOSPITALS NHS TRUST,3697.0,262.0,0,1632
,RWY,CALDERDALE AND HUDDERSFIELD NHS FOUNDATION TRUST,9445.0,450.0,0,2387
,RBZ,NORTHERN DEVON HEALTHCARE NHS TRUST,3030.0,197.0,0,989
,Y02973,KINGS PARK SURGERY,0.0,0.0,0,0
,RD3,POOLE HOSPITAL NHS FOUNDATION TRUST,4119.0,0.0,0,1286
,RVY,SOUTHPORT AND ORMSKIRK HOSPITAL NHS TRUST,4573.0,255.0,0,1842
,RXK,SANDWELL AND WEST BIRMINGHAM HOSPITALS NHS TRUST,7945.0,793.0,0,2249
,RQX,HOMERTON UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,5750.0,291.0,1,1082
,RLQ,WYE VALLEY NHS TRUST,4230.0,653.0,0,1199
,RXQ,BUCKINGHAMSHIRE HEALTHCARE NHS TRUST,5305.0,835.0,0,2583
,RA4,YEOVIL DISTRICT HOSPITAL NHS FOUNDATION TRUST,3595.0,115.0,0,1227
,RLT,GEORGE ELIOT HOSPITAL NHS TRUST,4321.0,157.0,0,1338
,RTK,ASHFORD AND ST PETER'S HOSPITALS NHS FOUNDATION TRUST,6351.0,236.0,5,1670
,RXC,EAST SUSSEX HEALTHCARE NHS TRUST,7139.0,438.0,0,2880
,RNQ,KETTERING GENERAL HOSPITAL NHS FOUNDATION TRUST,6083.0,0.0,0,1597
,RBT,MID CHESHIRE HOSPITALS NHS FOUNDATION TRUST,5196.0,246.0,0,2491
,RFR,THE ROTHERHAM NHS FOUNDATION TRUST,6015.0,0.0,0,1433
,RJN,EAST CHESHIRE NHS TRUST,3146.0,321.0,0,907
,RJC,SOUTH WARWICKSHIRE NHS FOUNDATION TRUST,4332.0,216.0,0,1182
,RWP,WORCESTERSHIRE ACUTE HOSPITALS NHS TRUST,9013.0,1020.0,0,2519
,RBD,DORSET COUNTY HOSPITAL NHS FOUNDATION TRUST,3245.0,235.0,0,1074
,RAE,BRADFORD TEACHING HOSPITALS NHS FOUNDATION TRUST,7796.0,617.0,0,2166
,RH8,ROYAL DEVON AND EXETER NHS FOUNDATION TRUST,5688.0,372.0,0,1885
,RXP,COUNTY DURHAM AND DARLINGTON NHS FOUNDATION TRUST,9044.0,416.0,0,2938
,RGP,JAMES PAGET UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,5006.0,387.0,0,1125
,R0B,SOUTH TYNESIDE AND SUNDERLAND NHS FOUNDATION TRUST,9411.0,535.0,0,4131
,RCU,SHEFFIELD CHILDREN'S NHS FOUNDATION TRUST,2414.0,79.0,0,385
,RNA,THE DUDLEY GROUP NHS FOUNDATION TRUST,6053.0,275.0,0,2073
,RR7,GATESHEAD HEALTH NHS FOUNDATION TRUST,5530.0,296.0,0,1388
,RQ3,BIRMINGHAM WOMEN'S AND CHILDREN'S NHS FOUNDATION TRUST,2965.0,85.0,0,712
,RXL,BLACKPOOL TEACHING HOSPITALS NHS FOUNDATION TRUST,4771.0,760.0,0,1857
,RTP,SURREY AND SUSSEX HEALTHCARE NHS TRUST,6301.0,134.0,0,2171
,RQW,THE PRINCESS ALEXANDRA HOSPITAL NHS TRUST,6299.0,450.0,0,1934
,RN7,DARTFORD AND GRAVESHAM NHS TRUST,6419.0,224.0,0,2332
,RDZ,THE ROYAL BOURNEMOUTH AND CHRISTCHURCH HOSPITALS NHS FOUNDATION TRUST,5008.0,393.0,0,1998
,RL4,THE ROYAL WOLVERHAMPTON NHS TRUST,8686.0,508.0,0,2268
,RQM,CHELSEA AND WESTMINSTER HOSPITAL NHS FOUNDATION TRUST,10257.0,0.0,0,1935
,RBS,ALDER HEY CHILDREN'S NHS FOUNDATION TRUST,2902.0,54.0,0,499
,REM,LIVERPOOL UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,13116.0,670.0,0,6136
,RAS,THE HILLINGDON HOSPITALS NHS FOUNDATION TRUST,3392.0,889.0,0,1113
,RJL,NORTHERN LINCOLNSHIRE AND GOOLE NHS FOUNDATION TRUST,9559.0,852.0,0,2490
,RHQ,SHEFFIELD TEACHING HOSPITALS NHS FOUNDATION TRUST,8173.0,681.0,0,2508
,RGT,CAMBRIDGE UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,6796.0,0.0,0,1980
,RGN,NORTH WEST ANGLIA NHS FOUNDATION TRUST,10323.0,241.0,0,3526
,RRF,"WRIGHTINGTON, WIGAN AND LEIGH NHS FOUNDATION TRUST",5860.0,286.0,0,3287
,RJZ,KING'S COLLEGE HOSPITAL NHS FOUNDATION TRUST,9086.0,1175.0,12,3410
,NLX24,YATE WEST GATE CENTRE,0.0,0.0,0,0
,RMC,BOLTON NHS FOUNDATION TRUST,7864.0,806.0,0,1788
,RBK,WALSALL HEALTHCARE NHS TRUST,4679.0,492.0,0,1684
,RJ7,ST GEORGE'S UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,8056.0,202.0,0,2483
,RMP,TAMESIDE AND GLOSSOP INTEGRATED CARE NHS FOUNDATION TRUST,5988.0,494.0,0,2241
,RN3,GREAT WESTERN HOSPITALS NHS FOUNDATION TRUST,4293.0,188.0,0,2054
,RXR,EAST LANCASHIRE HOSPITALS NHS TRUST,7916.0,745.0,2,3265
,RP5,DONCASTER AND BASSETLAW TEACHING HOSPITALS NHS FOUNDATION TRUST,9546.0,605.0,0,2814
,RTF,NORTHUMBRIA HEALTHCARE NHS FOUNDATION TRUST,6310.0,23.0,0,3821
,RN5,HAMPSHIRE HOSPITALS NHS FOUNDATION TRUST,9114.0,405.0,0,2749
,RFF,BARNSLEY HOSPITAL NHS FOUNDATION TRUST,5830.0,335.0,0,1587
,RHW,ROYAL BERKSHIRE NHS FOUNDATION TRUST,6780.0,392.0,0,2072
,RAL,ROYAL FREE LONDON NHS FOUNDATION TRUST,12522.0,1090.0,12,3088
,RJR,COUNTESS OF CHESTER HOSPITAL NHS FOUNDATION TRUST,4443.0,128.0,0,1251
,RJ1,GUY'S AND ST THOMAS' NHS FOUNDATION TRUST,6940.0,709.0,0,1891
,RTX,UNIVERSITY HOSPITALS OF MORECAMBE BAY NHS FOUNDATION TRUST,5167.0,467.0,1,1906
,RXF,MID YORKSHIRE HOSPITALS NHS TRUST,12238.0,0.0,1,3027
,RR8,LEEDS TEACHING HOSPITALS NHS TRUST,11492.0,505.0,0,3392
,RRV,UNIVERSITY COLLEGE LONDON HOSPITALS NHS FOUNDATION TRUST,4741.0,436.0,1,968
,RRK,UNIVERSITY HOSPITALS BIRMINGHAM NHS FOUNDATION TRUST,20332.0,2343.0,1,7544
,RVW,NORTH TEES AND HARTLEPOOL NHS FOUNDATION TRUST,2442.0,0.0,0,813
,RDU,FRIMLEY HEALTH NHS FOUNDATION TRUST,14649.0,0.0,0,3302
,RTG,UNIVERSITY HOSPITALS OF DERBY AND BURTON NHS FOUNDATION TRUST,12703.0,1795.0,1,3964
,RGR,WEST SUFFOLK NHS FOUNDATION TRUST,4642.0,0.0,0,1473
,RHU,PORTSMOUTH HOSPITALS NHS TRUST,7684.0,0.0,0,2903
,RYR,WESTERN SUSSEX HOSPITALS NHS FOUNDATION TRUST,10064.0,369.0,0,3530
,RVV,EAST KENT HOSPITALS UNIVERSITY NHS FOUNDATION TRUST,11774.0,1282.0,0,3949
,RJE,UNIVERSITY HOSPITALS OF NORTH MIDLANDS NHS TRUST,9320.0,2198.0,0,4326
,RWD,UNITED LINCOLNSHIRE HOSPITALS NHS TRUST,8962.0,1385.0,0,3292
,RXH,BRIGHTON AND SUSSEX UNIVERSITY HOSPITALS NHS TRUST,10481.0,792.0,0,3058
,RTR,SOUTH TEES HOSPITALS NHS FOUNDATION TRUST,6714.0,484.0,0,1653
,RAP,NORTH MIDDLESEX UNIVERSITY HOSPITAL NHS TRUST,6579.0,713.0,5,1640
,RKB,UNIVERSITY HOSPITALS COVENTRY AND WARWICKSHIRE NHS TRUST,4297.0,565.0,0,1918
,RWF,MAIDSTONE AND TUNBRIDGE WELLS NHS TRUST,9710.0,206.0,0,3309
,RPA,MEDWAY NHS FOUNDATION TRUST,6021.0,647.0,0,2107
,RXN,LANCASHIRE TEACHING HOSPITALS NHS FOUNDATION TRUST,3764.0,827.0,1,2058
,RM1,NORFOLK AND NORWICH UNIVERSITY HOSPITALS NHS FOUNDATION TRUST,9204.0,3051.0,2,3033
,RDE,EAST SUFFOLK AND NORTH ESSEX NHS FOUNDATION TRUST,9771.0,758.0,0,3814
,R1F,ISLE OF WIGHT NHS TRUST,1836.0,140.0,0,716
,RJ6,CROYDON HEALTH SERVICES NHS TRUST,7437.0,472.0,1,1312
,RA9,TORBAY AND SOUTH DEVON NHS FOUNDATION TRUST,4650.0,207.0,0,1849
,RVJ,NORTH BRISTOL NHS TRUST,5986.0,271.0,0,2901
,RCX,"THE QUEEN ELIZABETH HOSPITAL, KING'S LYNN, NHS FOUNDATION TRUST",4741.0,283.0,1,1886
,RA2,ROYAL SURREY COUNTY HOSPITAL NHS FOUNDATION TRUST,4087.0,216.0,0,1708
,RCD,HARROGATE AND DISTRICT NHS FOUNDATION TRUST,3053.0,223.0,0,809
,RAJ,MID AND SOUTH ESSEX NHS FOUNDATION TRUST,20558.0,988.0,0,6560
,RCB,YORK TEACHING HOSPITAL NHS FOUNDATION TRUST,7419.0,755.0,0,3038
,RNZ,SALISBURY NHS FOUNDATION TRUST,3317.0,220.0,0,1085
,RD1,ROYAL UNITED HOSPITALS BATH NHS FOUNDATION TRUST,4874.0,230.0,0,1896
,RWG,WEST HERTFORDSHIRE HOSPITALS NHS TRUST,6641.0,1424.0,0,2384
,RFS,CHESTERFIELD ROYAL HOSPITAL NHS FOUNDATION TRUST,4323.0,342.0,0,1928
,R1K,LONDON NORTH WEST UNIVERSITY HEALTHCARE NHS TRUST,7476.0,902.0,1,3913
,RTD,THE NEWCASTLE UPON TYNE HOSPITALS NHS FOUNDATION TRUST,7311.0,488.0,0,2193
,RBN,ST HELENS AND KNOWSLEY TEACHING HOSPITALS NHS TRUST,7815.0,905.0,0,3424
,RJ2,LEWISHAM AND GREENWICH NHS TRUST,9121.0,542.0,29,3871
,RHM,UNIVERSITY HOSPITAL SOUTHAMPTON NHS FOUNDATION TRUST,6749.0,537.0,0,2862
,RA7,UNIVERSITY HOSPITALS BRISTOL AND WESTON NHS FOUNDATION TRUST,8568.0,912.0,1,3196
,RK5,SHERWOOD FOREST HOSPITALS NHS FOUNDATION TRUST,6472.0,214.0,0,2349
,RNN,NORTH CUMBRIA INTEGRATED CARE NHS FOUNDATION TRUST,5303.0,442.0,0,1731
,RTE,GLOUCESTERSHIRE HOSPITALS NHS FOUNDATION TRUST,9436.0,1301.0,0,3285
,RNS,NORTHAMPTON GENERAL HOSPITAL NHS TRUST,5669.0,571.0,0,1751
,RWH,EAST AND NORTH HERTFORDSHIRE NHS TRUST,6246.0,1627.0,0,2172
,RVR,EPSOM AND ST HELIER UNIVERSITY HOSPITALS NHS TRUST,8662.0,649.0,1,2359
,R1H,BARTS HEALTH NHS TRUST,14638.0,1285.0,0,6135
,RWJ,STOCKPORT NHS FOUNDATION TRUST,6455.0,304.0,0,2373
,RW6,PENNINE ACUTE HOSPITALS NHS TRUST,17136.0,1324.0,0,5053
,RK9,UNIVERSITY HOSPITALS PLYMOUTH NHS TRUST,7865.0,0.0,6,2832
,RAX,KINGSTON HOSPITAL NHS FOUNDATION TRUST,4655.0,316.0,0,2027
,RKE,WHITTINGTON HEALTH NHS TRUST,5703.0,534.0,1,894
,RM3,SALFORD ROYAL NHS FOUNDATION TRUST,6204.0,482.0,0,2106
,RD8,MILTON KEYNES UNIVERSITY HOSPITAL NHS FOUNDATION TRUST,5652.0,68.0,0,1400
,RH5,SOMERSET NHS FOUNDATION TRUST,4798.0,411.0,0,1580
,RYJ,IMPERIAL COLLEGE HEALTHCARE NHS TRUST,6766.0,0.0,5,1777
,RBL,WIRRAL UNIVERSITY TEACHING HOSPITAL NHS FOUNDATION TRUST,5867.0,438.0,0,2165
,RF4,"BARKING, HAVERING AND REDBRIDGE UNIVERSITY HOSPITALS NHS TRUST",9637.0,2743.0,2,3237
,R0A,MANCHESTER UNIVERSITY NHS FOUNDATION TRUST,13799.0,1213.0,0,4513
